player_id,underrated_score,bucket_label,smurf_label,upset_score,form_score,momentum_score,schedule_score,activity_score,volatility_score,upset_label,form_label,momentum_label,schedule_label,activity_label,volatility_label,sample_size_multiplier,raw_score_pre_damping,highlight_signals
15244943,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
13215196,36.1,Normal — no strong signal,⚪ Looks fair,16.9,1.3,11.3,0.0,6.0,2.5,Competitive against stronger fields,Stable form,Stable,Mostly plays weaker fields,Active,Mid consistency,0.95,38.0,• Performs best in Regular events. • Upset: Competitive against stronger fields. • Momentum: Stable. • Activity: Active.
30176249,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
14160065,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
12802899,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
12836880,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
12662506,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
16649696,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
30020975,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
17344518,46.8,Normal — no strong signal,⚪ Looks fair,7.7,12.3,6.0,3.2,10.0,7.6,Struggles against stronger opponents,In form,Stable,Mostly plays weaker fields,Very active,Mid consistency,1.0,46.8,• Performs best in Unknown events. • Very active — 20 games in the last 90 days. • Form: In form. • Activity: Very active. • Upset: Struggles against stronger opponents.
13871294,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
30328482,43.9,Normal — no strong signal,⚪ Looks fair,0.0,15.3,13.0,1.0,8.7,5.9,Insufficient data vs stronger opponents,Hot streak,Trending up,Mostly plays weaker fields,Active,Mid consistency,1.0,43.9,• Posted top crosstable score in 1 event(s) over the last 90 days. • Approximate top-5 finish (by displayed crosstable order) in 10 events over the last 365 days. • Gained +55 rating points over the last 180 days (proxy). • Performs best in Regular events. • Form: Hot streak.
31821604,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
15570195,36.8,Normal — no strong signal,⚪ Looks fair,6.7,0.0,20.0,4.0,6.0,2.0,Struggles against stronger opponents,Cold form,Fast-rising,Mostly plays weaker fields,Active,Mid consistency,0.95,38.8,• Approximate top-5 finish (by displayed crosstable order) in 4 events over the last 365 days. • Gained +658 rating points over the last 180 days (proxy). • Performs best in Regular events. • Momentum: Fast-rising. • Upset: Struggles against stronger opponents.
12650696,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
14668233,27.7,Rating looks accurate,🟢 Honest rating,6.7,10.6,7.9,0.0,4.0,5.5,Struggles against stronger opponents,In form,Stable,Mostly plays weaker fields,Active,Mid consistency,0.8,34.7,• Approximate top-5 finish (by displayed crosstable order) in 8 events over the last 365 days. • Performs best in Quick events. • Form: In form. • Momentum: Stable. • Upset: Struggles against stronger opponents.
17128308,52.0,Normal — no strong signal,⚪ Looks fair,10.9,13.1,9.3,2.3,10.0,6.3,Struggles against stronger opponents,In form,Stable,Mostly plays weaker fields,Very active,Mid consistency,1.0,52.0,• Posted top crosstable score in 2 event(s) over the last 90 days. • Approximate top-5 finish (by displayed crosstable order) in 8 events over the last 365 days. • Performs best in Quick events. • Very active — 22 games in the last 90 days. • Form: In form.
13377996,40.7,Normal — no strong signal,⚪ Looks fair,0.0,11.7,13.0,0.4,10.0,5.6,Insufficient data vs stronger opponents,In form,Stable,Mostly plays weaker fields,Very active,Mid consistency,1.0,40.7,• Posted top crosstable score in 13 event(s) over the last 90 days. • Approximate top-5 finish (by displayed crosstable order) in 28 events over the last 365 days. • Performs best in Regular events. • Very active — 60 games in the last 90 days. • Momentum: Stable.
31749023,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
30136614,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
16722325,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
16967853,51.6,Normal — no strong signal,⚪ Looks fair,20.4,10.4,5.4,0.0,10.0,5.4,Dangerous against higher-rated players,In form,Stable,Mostly plays weaker fields,Very active,Mid consistency,1.0,51.6,• Posted top crosstable score in 3 event(s) over the last 90 days. • Approximate top-5 finish (by displayed crosstable order) in 17 events over the last 365 days. • Scored 50% against opponents rated 100+ points higher. • Performs best in Quick events. • Very active — 18 games in the last 90 days.
15013917,52.6,Normal — no strong signal,⚪ Looks fair,11.0,12.3,13.5,2.6,6.7,6.6,Struggles against stronger opponents,In form,Stable,Mostly plays weaker fields,Active,Mid consistency,1.0,52.6,• Posted top crosstable score in 1 event(s) over the last 90 days. • Performs best in Regular events. • Momentum: Stable. • Form: In form. • Upset: Struggles against stronger opponents.
15078846,25.5,Rating looks accurate,🟢 Honest rating,0.0,7.4,4.1,0.9,10.0,3.0,Insufficient data vs stronger opponents,In form,Stable,Mostly plays weaker fields,Very active,Mid consistency,1.0,25.5,• Posted top crosstable score in 11 event(s) over the last 90 days. • Approximate top-5 finish (by displayed crosstable order) in 38 events over the last 365 days. • Performs best in Regular events. • Very active — 68 games in the last 90 days. • Activity: Very active.
16580302,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
13750498,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
16636182,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
14835271,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
10164176,32.2,Normal — no strong signal,⚪ Looks fair,0.0,9.7,9.7,0.7,10.0,2.1,Insufficient data vs stronger opponents,In form,Stable,Mostly plays weaker fields,Very active,Mid consistency,1.0,32.2,• Posted top crosstable score in 6 event(s) over the last 90 days. • Approximate top-5 finish (by displayed crosstable order) in 26 events over the last 365 days. • Performs best in Regular events. • Very active — 35 games in the last 90 days. • Activity: Very active.
10099463,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
13315303,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
14988052,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
12600678,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
17154490,33.3,Normal — no strong signal,⚪ Looks fair,14.1,1.8,3.0,3.0,8.7,2.7,Competitive against stronger fields,Stable form,Declining,Mostly plays weaker fields,Active,Mid consistency,1.0,33.3,• Posted top crosstable score in 1 event(s) over the last 90 days. • Approximate top-5 finish (by displayed crosstable order) in 15 events over the last 365 days. • Performs best in Unknown events. • Upset: Competitive against stronger fields. • Activity: Active.
15933472,23.9,Rating looks accurate,🟢 Honest rating,12.8,0.0,10.2,0.0,4.0,2.9,Competitive against stronger fields,Cold form,Stable,Mostly plays weaker fields,Active,Mid consistency,0.8,29.8,• Performs best in Regular events. • Upset: Competitive against stronger fields. • Momentum: Stable.
12451516,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
17137475,49.4,Normal — no strong signal,⚪ Looks fair,9.0,5.1,19.6,5.9,6.0,6.5,Struggles against stronger opponents,Stable form,Fast-rising,Mostly plays weaker fields,Active,Mid consistency,0.95,52.0,• Approximate top-5 finish (by displayed crosstable order) in 4 events over the last 365 days. • Gained +87 rating points over the last 180 days (proxy). • Performs best in Regular events. • Momentum: Fast-rising. • Upset: Struggles against stronger opponents.
16741147,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
15613715,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
13589163,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
30387428,56.3,Watchlist — possibly underrated,🟡 Possibly sandbagging,15.8,0.7,15.8,11.0,10.0,3.0,Competitive against stronger fields,Cold form,Trending up,Battle-tested,Very active,Mid consistency,1.0,56.3,• Posted top crosstable score in 1 event(s) over the last 90 days. • Approximate top-5 finish (by displayed crosstable order) in 5 events over the last 365 days. • Gained +74 rating points over the last 180 days (proxy). • Performs best in Regular events. • Very active — 23 games in the last 90 days.
13507472,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
14946257,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
14737573,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
31004023,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
14958088,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
16024663,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
16899496,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
17035355,43.2,Normal — no strong signal,⚪ Looks fair,5.7,0.0,15.8,9.1,10.0,2.6,Struggles against stronger opponents,Cold form,Fast-rising,Mixed field,Very active,Mid consistency,1.0,43.2,• Posted top crosstable score in 1 event(s) over the last 90 days. • Approximate top-5 finish (by displayed crosstable order) in 6 events over the last 365 days. • Gained +460 rating points over the last 180 days (proxy). • Performs best in Regular events. • Very active — 20 games in the last 90 days.
12893979,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
13011217,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
16094104,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
15361305,50.2,Normal — no strong signal,⚪ Looks fair,6.3,12.5,11.7,2.7,10.0,6.9,Struggles against stronger opponents,In form,Stable,Mostly plays weaker fields,Very active,Mid consistency,1.0,50.2,• Posted top crosstable score in 1 event(s) over the last 90 days. • Approximate top-5 finish (by displayed crosstable order) in 11 events over the last 365 days. • Performs best in Quick events. • Very active — 19 games in the last 90 days. • Form: In form.
16024505,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
16299917,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
15578961,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
14176605,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
14243948,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
16180893,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
16378945,55.2,Watchlist — possibly underrated,🟡 Possibly sandbagging,5.8,12.9,17.0,2.0,10.0,7.5,Struggles against stronger opponents,In form,Trending up,Mostly plays weaker fields,Very active,Mid consistency,1.0,55.2,• Posted top crosstable score in 3 event(s) over the last 90 days. • Approximate top-5 finish (by displayed crosstable order) in 22 events over the last 365 days. • Gained +69 rating points over the last 180 days (proxy). • Performs best in Regular events. • Very active — 26 games in the last 90 days.
15216206,31.9,Normal — no strong signal,⚪ Looks fair,12.5,0.0,4.6,9.5,5.3,3.5,Competitive against stronger fields,Cold form,Stable,Battle-tested,Active,Volatile,0.9,35.5,• Performs best in Regular events. • Upset: Competitive against stronger fields. • Schedule: Battle-tested. • Activity: Active.
14490864,32.5,Normal — no strong signal,⚪ Looks fair,5.0,0.0,6.6,8.0,10.0,2.8,Struggles against stronger opponents,Cold form,Stable,Mixed field,Very active,Mid consistency,1.0,32.5,• Approximate top-5 finish (by displayed crosstable order) in 8 events over the last 365 days. • Performs best in Regular events. • Very active — 35 games in the last 90 days. • Activity: Very active. • Schedule: Mixed field.
15545322,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
16242623,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
16082850,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
14337717,28.1,Rating looks accurate,🟢 Honest rating,5.7,0.0,4.9,15.0,4.7,2.9,Struggles against stronger opponents,Cold form,Stable,Battle-tested,Active,Mid consistency,0.85,33.0,• Approximate top-5 finish (by displayed crosstable order) in 3 events over the last 365 days. • Performs best in Quick events. • Schedule: Battle-tested. • Upset: Struggles against stronger opponents.
17163748,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
15926151,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
32215714,52.8,Normal — no strong signal,⚪ Looks fair,14.1,0.0,20.0,7.1,8.0,3.7,Competitive against stronger fields,Cold form,Fast-rising,Mixed field,Active,Volatile,1.0,52.8,• Approximate top-5 finish (by displayed crosstable order) in 4 events over the last 365 days. • Gained +286 rating points over the last 180 days (proxy). • Performs best in Quick events. • Momentum: Fast-rising. • Upset: Competitive against stronger fields.
16771771,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
30994349,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
17080545,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
13688407,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
30045956,55.4,Watchlist — possibly underrated,🟡 Possibly sandbagging,6.7,16.1,15.3,1.8,9.3,6.1,Struggles against stronger opponents,Hot streak,Stable,Mostly plays weaker fields,Active,Mid consistency,1.0,55.4,• Posted top crosstable score in 2 event(s) over the last 90 days. • Approximate top-5 finish (by displayed crosstable order) in 12 events over the last 365 days. • Performs best in Regular events. • Form: Hot streak. • Momentum: Stable.
30163816,33.1,Normal — no strong signal,⚪ Looks fair,0.0,4.2,7.7,6.0,9.3,5.9,Insufficient data vs stronger opponents,Cold form,Stable,Mixed field,Active,Mid consistency,1.0,33.1,• Approximate top-5 finish (by displayed crosstable order) in 7 events over the last 365 days. • Performs best in Regular events. • Activity: Active. • Momentum: Stable. • Schedule: Mixed field.
16728896,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
14793323,54.1,Normal — no strong signal,⚪ Looks fair,6.0,1.7,20.0,13.1,10.0,3.2,Struggles against stronger opponents,Cold form,Fast-rising,Mixed field,Very active,Volatile,1.0,54.1,• Approximate top-5 finish (by displayed crosstable order) in 6 events over the last 365 days. • Gained +127 rating points over the last 180 days (proxy). • Performs best in Regular events. • Very active — 18 games in the last 90 days. • Momentum: Fast-rising.
30063365,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
14345153,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
30135488,37.1,Normal — no strong signal,⚪ Looks fair,12.9,0.7,5.3,4.8,10.0,3.3,Competitive against stronger fields,Cold form,Declining,Mixed field,Very active,Volatile,1.0,37.1,• Posted top crosstable score in 1 event(s) over the last 90 days. • Approximate top-5 finish (by displayed crosstable order) in 13 events over the last 365 days. • Performs best in Regular events. • Very active — 24 games in the last 90 days. • Upset: Competitive against stronger fields.
30444207,55.7,Watchlist — possibly underrated,🟡 Possibly sandbagging,15.1,5.5,11.9,6.5,10.0,6.8,Competitive against stronger fields,Cold form,Trending up,Mixed field,Very active,Mid consistency,1.0,55.7,• Approximate top-5 finish (by displayed crosstable order) in 3 events over the last 365 days. • Performs best in Regular events. • Very active — 19 games in the last 90 days. • Upset: Competitive against stronger fields. • Momentum: Trending up.
30239811,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
