player_id,underrated_score,bucket_label,smurf_label,upset_score,form_score,momentum_score,schedule_score,activity_score,volatility_score,upset_label,form_label,momentum_label,schedule_label,activity_label,volatility_label,sample_size_multiplier,raw_score_pre_damping,highlight_signals
15887402,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
16392562,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
30311276,48.6,Normal — no strong signal,⚪ Looks fair,5.5,0.0,15.1,15.0,10.0,3.1,Struggles against stronger opponents,Cold form,Trending up,Battle-tested,Very active,Mid consistency,1.0,48.6,• Performs best in Regular events. • Very active — 15 games in the last 90 days. • Momentum: Trending up. • Schedule: Battle-tested. • Activity: Very active.
30520681,55.9,Watchlist — possibly underrated,🟡 Possibly sandbagging,15.3,0.0,12.4,15.0,10.0,3.3,Competitive against stronger fields,Cold form,Trending up,Battle-tested,Very active,Volatile,1.0,55.9,• Approximate top-5 finish (by displayed crosstable order) in 5 events over the last 365 days. • Gained +73 rating points over the last 180 days (proxy). • Performs best in Regular events. • Very active — 27 games in the last 90 days. • Upset: Competitive against stronger fields.
15631341,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
30257133,53.4,Normal — no strong signal,⚪ Looks fair,13.1,6.7,11.3,4.3,10.0,8.0,Competitive against stronger fields,Stable form,Trending up,Mostly plays weaker fields,Very active,Mid consistency,1.0,53.4,• Posted top crosstable score in 1 event(s) over the last 90 days. • Approximate top-5 finish (by displayed crosstable order) in 3 events over the last 365 days. • Gained +53 rating points over the last 180 days (proxy). • Performs best in Regular events. • Very active — 15 games in the last 90 days.
16489786,48.5,Normal — no strong signal,⚪ Looks fair,4.4,19.9,7.1,0.0,10.0,7.2,Struggles against stronger opponents,Hot streak,Stable,Mostly plays weaker fields,Very active,Mid consistency,1.0,48.5,• Posted top crosstable score in 3 event(s) over the last 90 days. • Approximate top-5 finish (by displayed crosstable order) in 11 events over the last 365 days. • Performs best in Quick events. • Very active — 15 games in the last 90 days. • Form: Hot streak.
16103622,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
17299788,55.8,Watchlist — possibly underrated,🟡 Possibly sandbagging,15.6,10.2,18.1,13.3,4.0,8.6,Competitive against stronger fields,Stable form,Fast-rising,Battle-tested,Active,Volatile — boom potential,0.8,69.7,• Posted top crosstable score in 1 event(s) over the last 90 days. • Approximate top-5 finish (by displayed crosstable order) in 3 events over the last 365 days. • Gained +104 rating points over the last 180 days (proxy). • Performs best in Regular events. • Momentum: Fast-rising.
17090631,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
31353893,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
16059387,44.3,Normal — no strong signal,⚪ Looks fair,6.7,1.8,12.8,10.9,8.7,3.3,Struggles against stronger opponents,Stable form,Trending up,Battle-tested,Active,Volatile,1.0,44.3,• Posted top crosstable score in 1 event(s) over the last 90 days. • Approximate top-5 finish (by displayed crosstable order) in 6 events over the last 365 days. • Performs best in Regular events. • Momentum: Trending up. • Schedule: Battle-tested.
12894549,40.5,Normal — no strong signal,⚪ Looks fair,4.6,10.0,16.9,3.7,4.7,7.8,Struggles against stronger opponents,In form,Fast-rising,Mostly plays weaker fields,Active,Mid consistency,0.85,47.6,• Gained +133 rating points over the last 180 days (proxy). • Performs best in Regular events. • Momentum: Fast-rising. • Form: In form. • Volatility: Mid consistency.
30721310,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
16022191,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
15881203,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
10051932,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
30021753,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
15033665,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
31638483,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
30330738,39.1,Normal — no strong signal,⚪ Looks fair,0.0,0.0,20.0,12.4,6.0,2.7,Insufficient data vs stronger opponents,Cold form,Fast-rising,Battle-tested,Active,Mid consistency,0.95,41.1,• Gained +269 rating points over the last 180 days (proxy). • Performs best in Quick events. • Momentum: Fast-rising. • Schedule: Battle-tested. • Activity: Active.
10017751,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
30110069,69.5,Watchlist — possibly underrated,🟡 Possibly sandbagging,20.4,14.0,19.9,0.8,10.0,4.4,Dangerous against higher-rated players,In form,Fast-rising,Mostly plays weaker fields,Very active,Consistent,1.0,69.5,• Posted top crosstable score in 5 event(s) over the last 90 days. • Approximate top-5 finish (by displayed crosstable order) in 10 events over the last 365 days. • Gained +98 rating points over the last 180 days (proxy). • Scored 50% against opponents rated 100+ points higher. • Performs best in Quick events.
15197996,33.9,Normal — no strong signal,⚪ Looks fair,1.9,0.0,6.9,11.9,10.0,3.3,Struggles against stronger opponents,Cold form,Stable,Mixed field,Very active,Volatile,1.0,33.9,• Performs best in Regular events. • Very active — 16 games in the last 90 days. • Schedule: Mixed field. • Activity: Very active. • Momentum: Stable.
14916518,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
16920880,55.0,Normal — no strong signal,⚪ Looks fair,10.2,0.6,17.4,13.8,9.3,3.7,Struggles against stronger opponents,Cold form,Trending up,Battle-tested,Active,Volatile,1.0,55.0,• Gained +62 rating points over the last 180 days (proxy). • Performs best in Regular events. • Momentum: Trending up. • Schedule: Battle-tested. • Upset: Struggles against stronger opponents.
16368933,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
30697941,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
12696378,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
14247791,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
12479419,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
15113015,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
30254679,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
17094702,26.2,Rating looks accurate,🟢 Honest rating,0.0,3.0,10.8,2.6,6.7,3.2,Insufficient data vs stronger opponents,Stable form,Stable,Mostly plays weaker fields,Active,Mid consistency,1.0,26.2,• Approximate top-5 finish (by displayed crosstable order) in 6 events over the last 365 days. • Performs best in Regular events. • Momentum: Stable. • Activity: Active.
16378223,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
14696058,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
31223384,57.0,Watchlist — possibly underrated,🟡 Possibly sandbagging,4.7,5.1,18.9,13.4,7.3,7.5,Struggles against stronger opponents,Cold form,Fast-rising,Battle-tested,Active,Mid consistency,1.0,57.0,• Gained +127 rating points over the last 180 days (proxy). • Performs best in Regular events. • Momentum: Fast-rising. • Schedule: Battle-tested. • Volatility: Mid consistency.
11466001,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
30127892,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
15751253,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
10060842,18.2,Rating looks accurate,🟢 Honest rating,0.0,4.1,7.1,2.6,3.3,7.1,Insufficient data vs stronger opponents,Cold form,Stable,Mostly plays weaker fields,Active,Mid consistency,0.75,24.2,• Performs best in Unknown events. • Momentum: Stable. • Volatility: Mid consistency.
14117181,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
31373726,58.6,Watchlist — possibly underrated,🟡 Possibly sandbagging,10.4,0.0,20.0,15.0,10.0,3.2,Struggles against stronger opponents,Cold form,Fast-rising,Battle-tested,Very active,Volatile,1.0,58.6,• Approximate top-5 finish (by displayed crosstable order) in 8 events over the last 365 days. • Gained +575 rating points over the last 180 days (proxy). • Performs best in Quick events. • Very active — 15 games in the last 90 days. • Momentum: Fast-rising.
12420184,31.1,Normal — no strong signal,⚪ Looks fair,9.1,1.8,5.8,7.1,6.0,2.9,Struggles against stronger opponents,Cold form,Stable,Mixed field,Active,Mid consistency,0.95,32.7,• Approximate top-5 finish (by displayed crosstable order) in 4 events over the last 365 days. • Performs best in Regular events. • Upset: Struggles against stronger opponents. • Schedule: Mixed field. • Activity: Active.
16139836,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
30418754,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
30380787,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
30911018,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
17321301,36.5,Normal — no strong signal,⚪ Looks fair,1.3,0.9,17.5,14.9,4.7,3.7,Struggles against stronger opponents,Stable form,Fast-rising,Battle-tested,Active,Volatile,0.85,43.0,• Posted top crosstable score in 1 event(s) over the last 90 days. • Approximate top-5 finish (by displayed crosstable order) in 3 events over the last 365 days. • Gained +184 rating points over the last 180 days (proxy). • Performs best in Quick events. • Momentum: Fast-rising.
30526166,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
15051258,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
14800390,20.6,Rating looks accurate,🟢 Honest rating,3.0,4.1,9.0,0.0,3.3,8.1,Struggles against stronger opponents,Cold form,Stable,Mostly plays weaker fields,Active,Volatile — boom potential,0.75,27.5,• Performs best in Regular events. • Momentum: Stable. • Volatility: Volatile — boom potential.
12640800,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
30119474,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
16470506,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
30156835,46.7,Normal — no strong signal,⚪ Looks fair,11.5,1.8,15.9,3.8,10.0,3.8,Struggles against stronger opponents,Cold form,Trending up,Mostly plays weaker fields,Very active,Volatile,1.0,46.7,• Approximate top-5 finish (by displayed crosstable order) in 5 events over the last 365 days. • Gained +134 rating points over the last 180 days (proxy). • Performs best in Regular events. • Very active — 15 games in the last 90 days. • Momentum: Trending up.
30135902,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
16672488,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
31262968,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
31669397,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
17171472,41.5,Normal — no strong signal,⚪ Looks fair,1.6,13.1,17.3,5.5,4.7,6.7,Struggles against stronger opponents,In form,Trending up,Mixed field,Active,Mid consistency,0.85,48.9,• Gained +97 rating points over the last 180 days (proxy). • Performs best in Regular events. • Momentum: Trending up. • Form: In form. • Volatility: Mid consistency.
15750615,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
30256336,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
13137402,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
17309236,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
12820409,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
30292358,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
14708493,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
31195654,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
14377480,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
15481128,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
15502503,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
15816753,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
30110811,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
31307108,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
16387797,28.4,Rating looks accurate,🟢 Honest rating,4.4,0.0,7.7,10.8,5.3,3.3,Struggles against stronger opponents,Cold form,Stable,Mixed field,Active,Volatile,0.9,31.6,• Performs best in Regular events. • Schedule: Mixed field. • Momentum: Stable. • Activity: Active.
30379361,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
30733235,50.0,Normal — no strong signal,⚪ Looks fair,0.0,6.7,19.6,5.2,10.0,8.4,Insufficient data vs stronger opponents,Stable form,Fast-rising,Mostly plays weaker fields,Very active,Volatile,1.0,50.0,• Approximate top-5 finish (by displayed crosstable order) in 3 events over the last 365 days. • Gained +97 rating points over the last 180 days (proxy). • Performs best in Quick events. • Very active — 16 games in the last 90 days. • Momentum: Fast-rising.
30126813,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
30576909,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
31817543,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
30595584,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
12833116,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
15850806,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
30262675,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
30143287,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
17320800,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
30642594,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
32169309,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
30100530,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
32180732,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
32304487,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
17295978,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
30632791,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
30602576,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
31291081,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
30171728,,Insufficient data,⚪ Insufficient data,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,,Needs more recent games before scouting score is meaningful.
